"p_ao_id","pid","atid","ao_id","created_at","updated_at"
"11770","5885","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11771","5886","27","353","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11772","5886","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11773","5887","27","1135","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11774","5887","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11775","5888","27","1135","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11776","5888","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11777","5889","27","1135","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11778","5889","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11779","5890","27","1135","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11780","5890","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11781","5891","27","470","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11782","5891","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11783","5892","27","1136","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11784","5892","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11785","5893","27","1136","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11786","5893","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11787","5894","27","308","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11788","5894","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11789","5895","27","308","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11790","5895","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11791","5896","27","308","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11792","5896","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11793","5897","27","308","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11794","5897","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11795","5898","27","308","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11796","5898","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11797","5899","27","308","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11798","5899","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11799","5900","27","308","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11800","5900","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11801","5901","27","1135","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11802","5901","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11803","5902","27","1135","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11804","5902","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11805","5903","27","1135","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11806","5903","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11807","5904","27","1135","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11808","5904","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11809","5905","27","1135","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11810","5905","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11811","5906","27","1135","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11812","5906","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11813","5907","27","1135","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11814","5907","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11815","5908","27","1135","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11816","5908","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11817","5909","27","1135","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11818","5909","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11819","5910","27","1137","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11820","5910","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11821","5911","27","1137","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11822","5911","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11823","5912","27","1137","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11824","5912","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11825","5913","27","1137","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11826","5913","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11827","5914","27","1137","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11828","5914","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11829","5915","27","131","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11830","5915","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11831","5916","27","131","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11832","5916","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11833","5917","27","131","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11834","5917","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11835","5918","27","73","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11836","5918","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11837","5919","27","73","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11838","5919","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11839","5920","27","73","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11840","5920","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11841","5921","27","73","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11842","5921","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11843","5922","27","387","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11844","5922","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11845","5923","27","470","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11846","5923","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11847","5924","27","470","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11848","5924","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11849","5925","27","470","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11850","5925","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11851","5926","27","135","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11852","5926","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11853","5927","27","135","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11854","5927","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11855","5928","27","135","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11856","5928","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11857","5929","27","135","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11858","5929","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11859","5930","27","135","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11860","5930","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11861","5931","27","135","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11862","5931","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11863","5932","27","135","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11864","5932","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11865","5933","27","131","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11866","5933","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11867","5934","27","131","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11868","5934","25","1134","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11869","5935","27","432","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11870","5935","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11871","5936","27","352","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11872","5936","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11873","5937","27","39","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11874","5937","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11875","5938","27","1138","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11876","5938","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11877","5939","27","1138","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11878","5939","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11879","5940","27","1138","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11880","5940","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11881","5941","27","454","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11882","5941","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11883","5942","27","454","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11884","5942","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11885","5943","27","454","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11886","5943","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11887","5944","27","454","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11888","5944","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11889","5945","27","1139","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11890","5945","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11891","5946","27","1139","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11892","5946","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11893","5947","27","1139","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11894","5947","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11895","5948","27","1139","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11896","5948","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11897","5949","27","454","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11898","5949","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11899","5950","27","454","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11900","5950","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11901","5951","27","454","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11902","5951","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11903","5952","27","454","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11904","5952","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11905","5953","27","454","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11906","5953","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11907","5954","27","454","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11908","5954","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11909","5955","27","454","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11910","5955","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11911","5956","27","454","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11912","5956","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11913","5957","27","454","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11914","5957","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11915","5958","27","1140","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11916","5958","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11917","5959","27","1140","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11918","5959","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11919","5960","27","1140","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11920","5960","25","1128","2020-08-30 22:47:05","2020-08-30 22:47:05"
"11921","5961","27","1141","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11922","5961","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11923","5962","27","1141","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11924","5962","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11925","5963","27","333","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11926","5963","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11927","5964","27","355","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11928","5964","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11929","5965","27","355","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11930","5965","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11931","5966","27","1142","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11932","5966","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11933","5967","27","1139","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11934","5967","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11935","5968","27","1139","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11936","5968","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11937","5969","27","1139","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11938","5969","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11939","5970","27","1139","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11940","5970","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11941","5971","27","1139","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11942","5971","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11943","5972","27","1139","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11944","5972","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11945","5973","27","1139","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11946","5973","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11947","5974","27","1139","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11948","5974","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11949","5975","27","1139","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11950","5975","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11951","5976","27","1139","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11952","5976","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11953","5977","27","1143","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11954","5977","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11955","5978","27","1143","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11956","5978","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11957","5979","27","1143","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11958","5979","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11959","5980","27","1143","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11960","5980","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11961","5981","27","1143","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11962","5981","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11963","5982","27","1143","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11964","5982","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11965","5983","27","1140","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11966","5983","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11967","5984","27","1140","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11968","5984","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11969","5985","27","1140","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11970","5985","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11971","5986","27","1140","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11972","5986","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11973","5987","27","1140","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11974","5987","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11975","5988","27","1140","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11976","5988","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11977","5989","27","1140","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11978","5989","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11979","5990","27","1140","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11980","5990","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11981","5991","27","1140","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11982","5991","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11983","5992","27","1140","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11984","5992","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11985","5993","27","1145","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11986","5993","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11987","5994","27","1146","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11988","5994","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11989","5995","27","1147","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11990","5995","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11991","5996","27","1148","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11992","5996","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11993","5997","27","1148","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11994","5997","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11995","5998","27","1148","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11996","5998","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11997","5999","27","1149","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11998","5999","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"11999","6000","27","1149","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12000","6000","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12001","6001","27","1149","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12002","6001","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12003","6002","27","1149","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12004","6002","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12005","6003","27","1149","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12006","6003","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12007","6004","27","25","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12008","6004","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12009","6005","27","25","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12010","6005","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12011","6006","27","25","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12012","6006","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12013","6007","27","25","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12014","6007","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12015","6008","27","25","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12016","6008","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12017","6009","27","1150","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12018","6009","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12019","6010","27","25","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12020","6010","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12021","6011","27","25","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12022","6011","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12023","6012","27","25","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12024","6012","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12025","6013","27","25","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12026","6013","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12027","6014","27","1151","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12028","6014","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12029","6015","27","1151","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12030","6015","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12031","6016","27","1151","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12032","6016","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12033","6017","27","25","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12034","6017","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12035","6018","27","1152","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12036","6018","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12037","6019","27","135","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12038","6019","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12039","6020","27","135","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12040","6020","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12041","6021","27","1152","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12042","6021","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12043","6022","27","327","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12044","6022","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12045","6023","27","327","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12046","6023","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12047","6024","27","25","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12048","6024","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12049","6025","27","135","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12050","6025","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12051","6026","27","1151","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12052","6026","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12053","6027","27","1151","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12054","6027","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12055","6028","27","135","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12056","6028","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12057","6029","27","135","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12058","6029","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12059","6030","27","135","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12060","6030","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12061","6031","27","135","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12062","6031","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12063","6032","27","135","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12064","6032","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12065","6033","27","135","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12066","6033","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12067","6034","27","135","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12068","6034","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12069","6035","27","25","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12070","6035","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12071","6036","27","25","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12072","6036","25","1144","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12073","6037","27","432","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12074","6037","25","1153","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12075","6038","27","73","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12076","6038","25","1153","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12077","6039","27","122","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12078","6039","25","1153","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12079","6040","27","135","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12080","6040","25","1153","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12081","6041","27","163","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12082","6041","25","1153","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12083","6042","27","135","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12084","6042","25","1153","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12085","6043","27","1154","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12086","6043","25","1153","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12087","6044","27","663","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12088","6044","25","1153","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12089","6045","27","663","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12090","6045","25","1153","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12091","6046","27","663","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12092","6046","25","1153","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12093","6047","27","663","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12094","6047","25","1153","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12095","6048","27","663","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12096","6048","25","1153","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12097","6049","27","1155","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12098","6049","25","1153","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12099","6050","27","1120","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12100","6050","25","1156","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12101","6051","27","950","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12102","6051","25","1156","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12103","6052","27","950","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12104","6052","25","1156","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12105","6053","27","950","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12106","6053","25","1156","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12107","6054","27","1157","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12108","6054","25","1156","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12109","6055","27","1158","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12110","6055","25","1156","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12111","6056","27","1141","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12112","6056","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12113","6057","27","1141","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12114","6057","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12115","6058","27","1159","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12116","6058","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12117","6059","27","1159","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12118","6059","25","1128","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12119","6060","27","1088","2020-08-30 22:47:06","2020-08-30 22:47:06"
"12120","6060","25","1128","2020-08-30 22:47:07","2020-08-30 22:47:07"
"12121","6061","27","1155","2020-08-30 22:47:07","2020-08-30 22:47:07"
"12122","6061","25","1160","2020-08-30 22:47:07","2020-08-30 22:47:07"
"12123","6062","27","1154","2020-08-30 22:47:07","2020-08-30 22:47:07"
"12124","6062","25","1160","2020-08-30 22:47:07","2020-08-30 22:47:07"
"12125","6063","27","1155","2020-08-30 22:47:07","2020-08-30 22:47:07"
"12126","6063","25","1160","2020-08-30 22:47:07","2020-08-30 22:47:07"
"12127","6064","27","1154","2020-08-30 22:47:07","2020-08-30 22:47:07"
"12128","6064","25","1160","2020-08-30 22:47:07","2020-08-30 22:47:07"
"12129","6065","27","1155","2020-08-30 22:47:07","2020-08-30 22:47:07"
