Category,Sub Catagory,Type,Brand,product,Product Description,Price,Tax,Image,Store,Size,UOM,Spice Level,Aisle No.
Meat & Seafood,Canned Meat & Seafood,Other Meat,Spam,Spam 25% Less Sodium Canned Meat,,3.09,0,17148.jpg,,12,oz,,2
Meat & Seafood,Canned Meat & Seafood,Other Meat,Spam,Spam Classic Canned Meat,,3.19,0,17147.jpg,,340,g,,2
Meat & Seafood,Canned Meat & Seafood,Other Meat,Spam,Spam Lite Canned Meat,,3.09,0,17149.jpg,,12,oz,,2
Meat & Seafood,Canned Meat & Seafood,Canned Chicken,Swanson®,Swanson® � Premium White Chunk Chicken Breast,,2.09,0,17151.jpg,,4.5,oz,,2
Meat & Seafood,Canned Meat & Seafood,Canned Chicken,Willow Tree Poultry Farm,Willow Tree Poultry Farm Chicken Salad Premium White Meat Classic,,6.09,0,17153.jpg,,15,oz,,2
Meat & Seafood,Canned Meat & Seafood,Other Seafood,Bar Harbor,Bar Harbor All Natural Smoked Wild Kippers,,3.09,0,5248.jpg,,6.7,oz,,2
Meat & Seafood,Canned Meat & Seafood,Canned Clams,Bar Harbor,Bar Harbor Chopped Clams,,2.49,0,5250.jpg,,6.5,oz,,2
Meat & Seafood,Canned Meat & Seafood,Other Seafood,Bar Harbor,"Bar Harbor Wild Herring Fillets, Seasoned with Cracked Pepper",,3.09,0,5249.jpg,,6.7,oz,,2
Meat & Seafood,Canned Meat & Seafood,Canned Sardines,Brunswick,Brunswick in Soybean Oil Sardines,,1.09,0,17158.jpg,,3.75,oz,,2
Meat & Seafood,Canned Meat & Seafood,Canned Tuna,Bumble Bee,Bumble Bee Chunk Light Tuna In Water,,1.29,0,5187.jpg,,5,oz,,2
Meat & Seafood,Canned Meat & Seafood,Canned Crabmeat,Bumble Bee,Bumble Bee Fancy Lump Crabmeat,,4.89,0,5191.jpg,,6,oz,,2
Meat & Seafood,Frozen Meat & Seafood,Chicken Products,Alfresco,Alfresco All Natural Chicken Meatballs Tomato & Basil,,7.39,0,16046.jpg,,12,oz,,18
Meat & Seafood,Frozen Meat & Seafood,Chicken Products,Applegate,Applegate Natural Chicken & Maple Breakfast Sausage Patty,,5.29,0,16029.jpg,,6,count,,18
Meat & Seafood,Frozen Meat & Seafood,Beef & Bacon Products,Ball Park,"Ball Park Fully-Cooked Flame Grilled Beef with Cheese & Bacon Patties, 6 Count",,9.29,0,2919.jpg,,16.2,oz,,18
Meat & Seafood,Frozen Meat & Seafood,Chicken Products,Bell & Evans,Bell & Evans All Natural Chicken Burgers,,7.39,0,2901.jpg,,4,count,,18
Meat & Seafood,Frozen Meat & Seafood,Chicken Products,Bell & Evans,"Bell & Evans Chicken Breast Tenders, Gluten Free",,7.39,0,2900.jpg,,12,oz,,18
Meat & Seafood,Frozen Meat & Seafood,Chicken Products,Bell & Evans,Bell & Evans Gluten Free Breaded Chicken Breast,,7.39,0,2902.jpg,,10.5,oz,,18
Meat & Seafood,Frozen Meat & Seafood,Chicken Products,Bell & Evans,Bell & Evans Uncooked Chicken Breast Nuggets Breaded,,7.39,0,2899.jpg,,12,oz,,18
Meat & Seafood,Frozen Meat & Seafood,Chicken Products,Bell & Evans,Bell & Evans Uncooked Chicken Patties Breaded,,7.39,0,16031.jpg,,16,oz,,18
Meat & Seafood,Frozen Meat & Seafood,Chicken Products,Birds Eye,Birds Eye Voila! Three Cheese Chicken,,4.89,0,16035.jpg,,21,oz,,18
Meat & Seafood,Frozen Meat & Seafood,Other Frozen Meat,Bove's ,Bove's Of Vermont Italian Style Meatballs,,6.99,0,16054.jpg,,16,oz,,18
Meat & Seafood,Frozen Meat & Seafood,Other Frozen Meat,Bubba,Bubba Burger Original Chuck Gluten Free Burgers,,20.79,0,16047.jpg,,6,count,,18
Meat & Seafood,Frozen Meat & Seafood,Turkey Products,Butterball,Butterball Original Seasoned Turkey Burgers,,8.59,0,2912.jpg,,32,oz,,18
Meat & Seafood,Frozen Meat & Seafood,Ham,Carando,Carando Spiral Cut Half Ham,,36.95,0,No Image.jpg,,Approx:,5.00 lb at $7.39/lb,,18
Meat & Seafood,Frozen Meat & Seafood,Other Frozen Meat,Fastbites,Fastbites Cheeseburger,,1.29,0,No Image.jpg,,4.9,oz,,18
Meat & Seafood,Frozen Meat & Seafood,Other Frozen Meat,Gardein,Gardein Black Bean Burger Chipotle,,4.89,0,16051.jpg,,12,oz,,18
Meat & Seafood,Frozen Meat & Seafood,Chicken Products,Harvestland,Harvestland Boneless Chicken Breasts,,12.19,0,16040.jpg,,2.25,lb,,18
Meat & Seafood,Frozen Meat & Seafood,Turkey Products,Jennie-o,Jennie-o Homestyle Turkey Meatballs,,6.49,0,16039.jpg,,24,oz,,18
Meat & Seafood,Frozen Meat & Seafood,Turkey Products,Jennie-o,Jennie-O Italian Style Turkey Meatballs,,6.49,0,16049.jpg,,24,oz,,18
Meat & Seafood,Frozen Meat & Seafood,Other Frozen Meat,Johnsonville,Johnsonville Italian (101752) Sausage Slices,,5.49,0,16048.jpg,,20,oz,,18
Meat & Seafood,Frozen Meat & Seafood,Chicken Products,Jones Dairy Farm,Jones Dairy Farm Golden Brown All Natural Fully Cooked Chicken Sausage Links,,2.49,0,16045.jpg,,10,count,,18
Meat & Seafood,Frozen Meat & Seafood,Turkey Products,Jones Dairy Farm,Jones Dairy Farm Jones Little Turkey Sausages - 12 CT,,3.69,0,16050.jpg,,10,oz,,18
Meat & Seafood,Frozen Meat & Seafood,Ham,Kentucky Legend,"Kentucky Legend Ham Steak, 45% Lower Sodium",,2.69,0,17981.jpg,,8,oz,,18
Meat & Seafood,Frozen Meat & Seafood,Beef Products,Market Basket,Market Basket Beef Shaved Steak,,6.31,0,Market Basket.jpg,,Approx:,1.09 lb at $5.79/lb,,18
Meat & Seafood,Frozen Meat & Seafood,Frozen Meat,Market Basket,Market Basket Duck,,60.52,0,Market Basket.jpg,,Approx:,16.4 lb at $3.69/lb,,18
Meat & Seafood,Frozen Meat & Seafood,Turkey Products,Market Basket,Market Basket Prime Frozen Turkey,,0.89,0,Market Basket.jpg,,1,lb,,18
Meat & Seafood,Frozen Meat & Seafood,Ham,Market Basket,Market Basket Spiral Cut Half Ham,,25.60,0,Market Basket.jpg,,Approx:,10.7 lb at $2.39/lb,,18
"Beverages, Chips & Snacks",Chips & Snacks,Cookies & Cakes,Market Basket,Market Basket Fudge Marshmellow Cookies ,,3.13,0,Market Basket.jpg,,12,oz,,6
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Bachman,Bachman Bite Size Mini Baked Pretzels,,3.91,0,14862.jpg,,16,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Bachman,Bachman Jax Cheddar Cheese Puffed Curls,,4.69,0,14848.jpg,,9.75,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Bachman,Bachman Pretzel Stix,,3.91,0,14828.jpg,,6,x 1 oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Bachman,Bachman Pretzel Stix Brick Oven Flame Baked,,3.91,0,14837.jpg,,12,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Bachman,Bachman Rolled Rods Flame Baked Pretzels,,3.91,0,14905.jpg,,10,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Bachman,Bachman Thin'n Right Baked Pretzels,,3.91,0,14903.jpg,,9,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Cape Cod,Cape Cod 40% Reduced Fat Potato Chips,,5.92,0,919.jpg,,8,x 0.75 oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Cape Cod,Cape Cod Kettle Cooked Aged Cheddar & Sour Cream Potato Chips 40% Reduced Fat,,5.92,0,921.jpg,,8,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Cape Cod,Cape Cod Kettle Cooked Original Potato Chips,,5.92,0,925.jpg,,8,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Cape Cod,Cape Cod Kettle Cooked Original Reduced Fat Potato Chips Party Size,,6.23,0,927.jpg,,14,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Cape Cod,Cape Cod Kettle Cooked Potato Chips Dark Russet,,5.92,0,17919.jpg,,7.5,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Cape Cod,Cape Cod Kettle Cooked Potato Chips Sweet Mesquite Barbeque,,5.92,0,924.jpg,,8,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Cape Cod,"Cape Cod Potato Chips, Less Fat Sea Salt & Vinegar Kettle Cooked Chips",,5.92,0,917.jpg,,8,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Cape Cod,"Cape Cod Potato Chips, Original Kettle Cooked Chips",,6.23,0,915.jpg,,14,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Cape Cod,"Cape Cod Potato Chips, Original Kettle Cooked Chips",,5.92,0,920.jpg,,8,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Cape Cod,"Cape Cod Potato Chips, Reduced Fat Original Kettle Cooked Chips",,6.23,0,914.jpg,,14,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Cape Cod,"Cape Cod Potato Chips, Reduced Fat Original Kettle Cooked Chips",,5.92,0,923.jpg,,8,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Cape Cod,"Cape Cod Potato Chips, Sweet & Spicy Jalapeno Kettle Cooked Chips",,5.92,0,918.jpg,,8,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Cape Cod,Cape Cod Lightly Salted 60% Less Sodium,,5.92,0,bcs0002.jpg,,8,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Cape Cod,Cape Cod Sea Salt & Cracked Pepper ,,5.92,0,bcs0003.jpg,,8,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Cape Cod,Cape Cod Sea Salt & Vinegar,,5.92,0,bcs0004.jpg,,8,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Cape Cod,Cape Cod Party Size Waffle Cut Sea Salt ,,6.23,0,bcs0005.jpg,,14,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Cheetos,Cheetos Crunchy Cheese Flavored Snacks,,6.23,0,14850.jpg,,8.5,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Crackers,Cheez-It,Cheez It Baked Snack Cheese Crackers Reduced Fat Original,,6.23,0,14900.jpg,,19,oz,,6
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Chex Mix,Chex Mix Traditional Savory Snack Mix,,4.67,0,14853.jpg,,15,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Chex Mix,Chex Mix Cheddar Savory Snack Mix,,4.67,0,bcs0006.jpg,,15,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Chex Mix,Chex Mix Honey Nut Snack Mix,,3.13,0,bcs0007.jpg,,8.5,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Chex Mix,Chex Mix Bold Snack Mix,,3.13,0,bcs0008.jpg,,8.5,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Doritos,Doritos Cool Ranch Tortilla Chips,,5.47,0,953.jpg,,9.75,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Doritos,Doritos Nacho Cheese Flavored Tortilla Chips,,5.47,0,955.jpg,,9.75,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Doritos,Doritos Spicy Nacho Flavored Tortilla Chips,,5.47,0,956.jpg,,9.75,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Doritos,Doritos Spicy Sweet Chilli Tortilla Chips,,5.47,0,bcs0009.jpg,,9.75,,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Eatsmart Snacks,Eatsmart Snacks Garden Veggie Crisps with Sea Salt,,3.91,0,14879.jpg,,6,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Eatsmart Snacks,Eatsmart Snacks Garden Veggie Sticks with Potato Tomato & Spinach,,3.91,0,14849.jpg,,7,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Food Should Taste Good,"Food Should Taste Good Multigrain  Tortilla Chips, Gluten Free",,4.69,0,17948.jpg,,5.5,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Food Should Taste Good,"Food Should Taste Good Sweet Potato Tortilla Chips, Gluten Free",,4.69,0,bcs0010.jpg,,5.5,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Food Should Taste Good,"Food Should Taste Good Blue Corn  Tortilla Chips, Gluten Free",,4.69,0,bcs0011.jpg,,5.5,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Garden of Eatin',Garden of Eatin' Corn Tortilla Chips Blue Chips,,5.47,0,14892.jpg,,8.1,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Good Health,Good Health Veggie Stix Sea Salt,,4.69,0,14860.jpg,,6.25,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Good Health,Good Health Veggie Straws Sea Salt,,4.69,0,14813.jpg,,6.25,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Kettle,"Kettle Brand Potato Chips, Backyard Barbeque Kettle Chips",,4.69,0,14896.jpg,,8.5,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Kettle,"Kettle Brand Potato Chips, Krinkle Cut Salt & Ground Pepper Kettle Chips",,4.69,0,14880.jpg,,8.5,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Kettle,"Kettle Brand Potato Chips, Sea Salt & Vinegar Kettle Chips",,4.69,0,14858.jpg,,8.5,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Kettle,Kettle Brand Jalapeno Jack Potato Chips,,4.69,0,14874.jpg,,8.5,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,LATE JULY,LATE JULY Snacks Restaurant Style Sea Salt Thin & Crispy Organic Tortilla Chips,,4.69,0,14859.jpg,,11,oz,,0
"Beverages, Chips & Snacks",Chips & Snacks,Chips & Pretzels,Frito Lay's,Frito Lay's & Mix Variety Pack,,6.23,0,14827.jpg,,10 x 1,oz,,0
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,4C,4C Fruit Punch,,1.88,0,bcs0330.jpg,,18.6,oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,4C,4C Half & Half Iced Tea Lemonade,,6.24,0,bcs0331.jpg,,47.2,oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,4C,4C Half & Half Iced Tea Lemonade,,4.99,0,bcs0332.jpg,,13.9,oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,4C,4C Light Green Tea with Honey,,4.99,0,bcs0333.jpg,,13.9,oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,4C,4C Fruit Punch,,6.24,0,bcs0334.jpg,,58,oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,4C,4C Lemonade,,6.24,0,bcs0335.jpg,,58,oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,4C,4C Lemonade,,1.88,0,bcs0336.jpg,,18.6,oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,4C,4C Ice Tea Mix Decaffeinated,,6.24,0,bcs0337.jpg,,47.2,oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,4C,4C Ice Tea Mix Decaffeinated,,1.88,0,bcs0338.jpg,,13.9,oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,4C,4C Iced Tea Mix Peach,,6.24,0,bcs0339.jpg,,4,lb,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,4C,4C Iced Tea Mix Natural Lemon Flavor,,6.24,0,bcs0340.jpg,,4,lb,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,Tang,Tang Orange Naranja Drink Mix,,3.36,0,bcs0341.jpg,,20,oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,Tang,Tang Orange Mango Drink Mix,,3.36,0,bcs0342.jpg,,19.7,oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Single To-Go Coffee,Dunkin' Donuts,Dunkin' Donuts Cold Brew Coffee Midnight Black,,1.88,0,bcs0343.jpg,,9,fl oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Single To-Go Coffee,Dunkin' Donuts,Dunkin' Donuts Original Iced Coffee,,3.13,0,bcs0344.jpg,,13.7,fl oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Single To-Go Coffee,Dunkin' Donuts,Dunkin' Donuts Iced Mocha,,3.13,0,bcs0345.jpg,,13.7,fl oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Single To-Go Coffee,Dunkin' Donuts,Dunkin' Donuts French Vanilla,,3.13,0,bcs0346.jpg,,13.7,fl oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Single To-Go Coffee,Dunkin' Donuts,Dunkin' Donuts Iced Coffee Espresso,,3.13,0,bcs0347.jpg,,13.7,fl oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Single To-Go Coffee,Starbucks,Starbucks Cold Brew Cocoa & Honey Flavored,,3.74,0,bcs0348.jpg,,11,fl oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Single To-Go Coffee,Starbucks,Starbucks Doubleshot Espresso Cans 4 Pack,,3.11,0,bcs0349.jpg,,4 x 6.5,fl oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Single To-Go Coffee,Starbucks,Starbucks Doubleshot Americano Cans 4 Pack,,3.11,0,bcs0350.jpg,,4 x 6.5,fl oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Single To-Go Coffee,Starbucks,Starbucks Tripleshot Energy French Vanilla,,3.36,0,bcs0351.jpg,,15,fl oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Single To-Go Coffee,Starbucks,Starbucks Tripleshot Energy Dark Roast,,3.36,0,bcs0352.jpg,,15,fl oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Single To-Go Coffee,Starbucks,Starbucks Tripleshot Energy Cafe Mocha,,3.36,0,bcs0353.jpg,,15,fl oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Single To-Go Coffee,Starbucks,Starbucks Tripleshot Energy Caramel,,3.36,0,bcs0354.jpg,,15,fl oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Single To-Go Coffee,Starbucks,Starbucks Doubleshot Energy Vanilla,,3.36,0,bcs0355.jpg,,15,fl oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Single To-Go Coffee,Starbucks,Starbucks Doubleshot Energy Mocha,,3.36,0,bcs0356.jpg,,15,fl oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Single To-Go Coffee,Starbucks,Starbucks Doubleshot Energy Coffee,,3.36,0,bcs0357.jpg,,15,fl oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Single To-Go Coffee,Starbucks,Stabucks Frappuccino Vanilla,,3.36,0,bcs0358.jpg,,13.7,fl oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Single To-Go Coffee,Starbucks,Starbucks Frappuccino Salted Dark Chocolate,,3.36,0,bcs0359.jpg,,13.7,fl oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,Powell & Mahoney,Powell & Mahoney Classic Margarita,,8.74,0,bcs0396.jpg,,750,ml,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,Powell & Mahoney,Powell & Mahoney Classic Bloody Mary,,8.74,0,bcs0397.jpg,,750,ml,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,Cocktail Artist,Cocktail Artist Strawberry Daiquiri-Margarita Mix,,6.24,0,bcs0398.jpg,,1,L,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,Cocktail Artist,Cocktail Artist Pina Colada Premium Mix,,6.24,0,bcs0399.jpg,,1,L,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,Cocktail Artist,Cocktail Artist Margarita Premium Mix,,6.24,0,bcs0400.jpg,,1,L,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,Cocktail Artist,Cocktail Artist Bloody Mary Premium Mix,,6.24,0,bcs0401.jpg,,1,L,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,Finest Call,Finest Call Premium Strawberry Puree Mix,,4.99,0,bcs0402.jpg,,33.8,fl oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,Finest Call,Finest Call Premium Margarita Mix,,4.99,0,bcs0403.jpg,,33.8,fl oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,Finest Call,Finest Call Premium Mango Mix,,4.99,0,bcs0404.jpg,,33.8,fl oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,Finest Call,Finest Call Premium Sweet & Sour Mix,,4.99,0,bcs0405.jpg,,33.8,fl oz,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,Mr & Mrs T,Mr & Mrs T Sweet & Sour Mix,,4.99,0,bcs0406.jpg,,1,L,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,Mr & Mrs T,Mr & Mrs T Strawberry Daiquiri-Margarita Mix,,4.99,0,bcs0407.jpg,,1,L,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,Mr & Mrs T,Mr & Mrs T Pina Colada Mix,,4.99,0,bcs0408.jpg,,1,L,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,Mr & Mrs T,Mr & Mrs T Whiskey Sour Mix,,4.99,0,bcs0409.jpg,,1,L,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,Mr & Mrs T,Mr & Mrs T Original Margarita Mix,,4.99,0,bcs0410.jpg,,1,L,,17
"Beverages, Chips & Snacks",Beverages & Water,Cocoa & Drink Mixes,Mr & Mrs T,Mr & Mrs T Bold & Spicy Bloody Mary Mix,,4.99,0,bcs0411.jpg,,1,L,,17
"Beverages, Chips & Snacks",Breakfast Bars & Pastries,Breakfast Bars,Atkins,Atkins Protein Rich Meal Bar Chocolate Chip Cookie Dough,,7.39,0,17653.jpg,,5,x 2.12 oz,,5
"Beverages, Chips & Snacks",Breakfast Bars & Pastries,Breakfast Bars,Atkins,Atkins Protein Rich Meal Bar Peanut Butter Granola,,9.19,0,17654.jpg,,8.5,oz,,5
"Beverages, Chips & Snacks",Breakfast Bars & Pastries,Breakfast Bars,Atkins,Atkins Snack Bar Cranberry Almond,,7.39,0,17672.jpg,,5,x 1.23 oz,,5
"Beverages, Chips & Snacks",Breakfast Bars & Pastries,Breakfast Bars,Enjoy Life,Enjoy Life Soft Baked Chewy Bars Cocoa Loco,,4.29,0,17655.jpg,,5,x 1.1oz,,5
"Beverages, Chips & Snacks",Breakfast Bars & Pastries,Twists,Entenmann's,Entenmann's Cheese Danish Twist,,8.69,0,6224.jpg,,15,oz,,
"Beverages, Chips & Snacks",Breakfast Bars & Pastries,Donuts,Entenmann's,Entenmann's Cinnamon Bagged Donuts,,3.69,0,6221.jpg,,10,oz,,
"Beverages, Chips & Snacks",Breakfast Bars & Pastries,Twists,Entenmann's,Entenmann's Cinnamon Swirl Buns,,3.69,0,6218.jpg,,18,oz,,
"Beverages, Chips & Snacks",Breakfast Bars & Pastries,Muffins,Entenmann's,Entenmann's Little Bites Blueberry Mini Muffins made with Real Blueberries,,3.69,0,6219.jpg,,20,x 0.41 oz,,
"Beverages, Chips & Snacks",Breakfast Bars & Pastries,Donuts,Entenmann's,Entenmann's Powdered Bagged Donuts,,3.69,0,6225.jpg,,10,oz,,
"Beverages, Chips & Snacks",Breakfast Bars & Pastries,Donuts,Entenmann's,Entenmann's Powdered Donuts Pop'ettes,,3.69,0,6220.jpg,,14,oz,,
"Beverages, Chips & Snacks",Breakfast Bars & Pastries,Twists,Entenmann's,Entenmann's Raspberry Danish Twist,,8.69,0,6223.jpg,,15,oz,,
"Beverages, Chips & Snacks",Breakfast Bars & Pastries,Donuts,Entenmann's,Entenmann's Soft'ees Assorted With Frosted Donuts,,3.69,0,6222.jpg,,21,oz,,
"Beverages, Chips & Snacks",Breakfast Bars & Pastries,Brownies,Fiber One,Fiber One Brownies,,3.69,0,6228.jpg,,6,x 0.89 oz,,
"Beverages, Chips & Snacks",Breakfast Bars & Pastries,Breakfast Bars,Fiber One,"Fiber One Chewy Bars, Oats & Chocolate",,3.69,0,6229.jpg,,5,x 1.4 oz,,5
"Beverages, Chips & Snacks",Breakfast Bars & Pastries,Breakfast Bars,Fiber One,Fiber One Chocolate Chewy Bars,,3.69,0,6230.jpg,,5,x 0.82 oz,,5
"Beverages, Chips & Snacks",Breakfast Bars & Pastries,Breakfast Bars,Fiber One,"Fiber One Protein Bar, Caramel Nut Chewy Bars",,3.09,0,6226.jpg,,5,x 1.17 oz,,5
"Beverages, Chips & Snacks",Breakfast Bars & Pastries,Breakfast Bars,Fiber One,"Fiber One Protein Bar, Peanut Butter Chewy Bars",,3.69,0,6227.jpg,,5,x 1.17 oz,,5
"Beverages, Chips & Snacks",Breakfast Bars & Pastries,Breakfast Bars,Glutino,Glutino Apple Cinnamon Gluten Free Oven Baked Bars,,6.09,0,18108.jpg,,5,x 1.41 oz,,5
"Beverages, Chips & Snacks",Breakfast Bars & Pastries,Breakfast Bars,Kashi,Kashi Bars Mixed Berry,,3.69,0,6247.jpg,,1.1,oz,,5
"Beverages, Chips & Snacks",Breakfast Bars & Pastries,Breakfast Bars,Kashi,Kashi Granola Bars Chocolate Chip Chia,,3.09,0,6248.jpg,,5,x 7 oz,,5
"Beverages, Chips & Snacks",Breakfast Bars & Pastries,Biscuits,Kellogg's,Kellogg's Nutri Grain Apple Cinnamon Breakfast Biscuits,,4.89,0,6195.jpg,,5,x 1.4 oz,,
"Beverages, Chips & Snacks",Breakfast Bars & Pastries,Pastries,Kellogg's,Kellogg's Pop Tarts Breakfast Toaster Pastries Frosted Blueberry,,2.49,0,6213.jpg,,8,x 14.7 oz,,5
"Beverages, Chips & Snacks",Breakfast Bars & Pastries,Pastries,Kellogg's,Kellogg's Pop Tarts Breakfast Toaster Pastries Frosted Blueberry,,4.29,0,6215.jpg,,16,x 29.3 oz,,5
"Beverages, Chips & Snacks",Breakfast Bars & Pastries,Pastries,Kellogg's,Kellogg's Pop Tarts Breakfast Toaster Pastries Frosted Brown Sugar Cinnamon,,4.29,0,6203.jpg,,16,x 28.2 oz,,5
"Beverages, Chips & Snacks",Breakfast Bars & Pastries,Pastries,Kellogg's,Kellogg's Pop Tarts Breakfast Toaster Pastries Frosted Brown Sugar Cinnamon,,2.49,0,6212.jpg,,8,ct,,5
